order_id,order_date,customer_id,product_id,region_id,quantity,discount,sales_amount,cost_amount,profit,is_return,is_invalid_date
O007330,2024-01-12,C00289,P0066,R001,1,0.0,851.71,711.51,140.2,0,0
O007331,2025-02-17,C00190,P0001,R009,1,0.1,146.92,115.78,31.14,0,0
O007332,2024-01-08,C01586,P0022,R009,1,0.0,494.11,305.85,188.26,0,0
O007333,2024-02-26,C00096,P0059,R020,1,0.05,1268.15,891.66,376.49,0,0
O007334,2024-09-29,C01615,P0006,R016,3,0.05,671.77,447.63,224.14,0,0
O007335,2025-04-24,C01964,P0063,R016,2,0.0,703.06,487.32,215.74,0,0
O007336,2025-03-29,C00073,P0025,R001,3,0.15,692.27,518.58,173.69,0,0
O007337,2025-08-01,C01598,P0079,R014,2,0.0,203.86,153.66,50.2,0,0
O007338,2024-05-11,C00266,P0090,R017,3,0.0,148.8,129.69,19.11,0,0
O007339,2024-05-20,C00581,P0082,R009,1,0.0,186.08,158.66,27.42,0,0
O007340,2025-01-24,C01095,P0010,R010,1,0.0,1005.24,832.19,173.05,0,0
O007341,2025-09-27,C01361,P0058,R006,2,0.05,907.72,718.12,189.6,0,0
O007342,2025-06-12,C00181,P0016,R010,2,0.1,760.36,719.1,41.26,0,0
O007343,2025-05-04,C00219,P0050,R007,1,0.15,1065.53,827.4,238.13,0,0
O007344,2024-03-09,C00565,P0088,R004,2,0.0,174.5,116.68,57.82,0,0
O007345,2025-10-03,C01364,P0007,R020,1,0.2,1165.82,854.41,311.41,0,0
O007346,2025-12-20,C00808,P0033,R005,1,0.1,638.45,488.41,150.04,0,0
O007347,2025-03-01,C00552,P0087,R004,1,0.0,371.57,228.34,143.23,0,0
O007348,2024-09-03,C00315,P0050,R016,3,0.05,3572.65,2482.2,1090.45,0,0
O007349,2025-04-29,C01937,P0031,R004,1,0.05,155.35,113.67,41.68,0,0
O007350,2025-04-14,C01409,P0097,R001,1,0.0,1208.85,802.79,406.06,0,0
O007351,2025-11-10,C01972,P0022,R012,2,0.15,839.99,611.7,228.29,0,0
O007352,2024-03-21,C00991,P0084,R007,1,0.0,918.15,751.58,166.57,0,0
O007353,2025-01-11,C01638,P0024,R014,1,0.05,908.97,827.54,81.43,0,0
O007354,2025-06-02,C01280,P0098,R007,1,0.1,1263.36,817.94,445.42,0,0
O007355,2024-09-12,C01051,P0084,R002,5,0.0,4590.75,3757.9,832.85,0,0
O007356,2025-09-06,C00949,P0036,R006,1,0.0,1048.47,882.0,166.47,0,0
O007357,2024-02-17,C01001,P0099,R008,2,0.0,2249.9,1436.9,813.0,0,0
O007358,2024-03-17,C00825,P0016,R007,1,0.15,359.06,359.55,-0.49,0,0
O007359,2025-08-01,C01280,P0090,R012,3,0.05,141.36,129.69,11.67,0,0
O007360,2024-04-02,C00985,P0077,R003,2,0.0,1303.58,792.08,511.5,0,0
O007361,2024-11-01,C01942,P0024,R014,5,0.1,4305.64,4137.7,167.94,0,0
O007362,2024-07-24,C01800,P0063,R004,4,0.0,1406.12,974.64,431.48,0,0
O007363,2025-05-18,C00929,P0002,R013,5,0.0,439.85,321.25,118.6,0,0
O007364,2024-01-09,C00793,P0065,R012,1,0.05,485.01,442.51,42.5,0,0
O007365,2024-09-17,C01518,P0066,R004,2,0.0,1703.42,1423.02,280.4,0,0
O007366,2025-12-21,C01285,P0050,R012,2,0.0,2507.12,1654.8,852.32,0,0
O007367,2024-09-26,C00464,P0087,R020,1,0.05,352.99,228.34,124.65,0,0
O007368,2025-03-13,C01668,P0095,R019,1,0.2,110.9,87.11,23.79,0,0
O007369,2025-12-23,C01365,P0062,R016,1,0.0,282.03,186.59,95.44,0,0
O007370,2025-03-20,C01243,P0074,R011,3,0.2,1194.5,1217.22,-22.72,0,0
O007371,2025-07-05,C01565,P0020,R016,3,0.05,3385.32,2187.84,1197.48,0,0
O007372,2025-12-02,C00453,P0100,R009,3,0.1,1180.63,774.57,406.06,0,0
O007373,2025-03-27,C01600,P0090,R007,1,0.05,47.12,43.23,3.89,0,0
O007374,2025-08-31,C00244,P0097,R002,3,0.0,3626.55,2408.37,1218.18,0,0
O007375,2025-01-06,C01587,P0083,R010,1,0.0,1248.02,867.53,380.49,0,0
O007376,2025-08-18,C01182,P0041,R015,4,0.05,1884.99,1337.2,547.79,0,0
O007377,2025-04-14,C01164,P0030,R018,2,0.15,823.43,640.56,182.87,0,0
O007378,2024-09-05,C01455,P0060,R009,2,0.0,907.46,681.28,226.18,0,0
O007379,2025-02-12,C00622,P0012,R014,5,0.05,6888.16,4473.7,2414.46,0,0
O007380,2024-09-01,C01538,P0064,R016,1,0.05,857.43,757.41,100.02,0,0
O007381,2024-10-17,C00052,P0046,R005,1,0.0,1047.14,861.63,185.51,0,0
O007382,2024-08-01,C01388,P0079,R004,1,0.0,101.93,76.83,25.1,0,0
O007383,2024-12-24,C01589,P0070,R012,1,0.15,51.5,37.94,13.56,0,0
O007384,2024-09-10,C00007,P0032,R013,2,0.1,2052.9,1750.98,301.92,0,0
O007385,2025-04-02,C01390,P0079,R001,5,0.2,407.72,384.15,23.57,0,0
O007386,2024-09-27,C01548,P0040,R015,3,0.15,2255.32,2334.6,-79.28,0,0
O007387,2024-12-24,C01045,P0033,R010,5,0.15,3014.91,2442.05,572.86,0,0
O007388,2024-04-12,C01210,P0051,R008,1,0.0,843.61,651.66,191.95,0,0
O007389,2024-10-09,C00119,P0022,R010,1,0.05,469.4,305.85,163.55,0,0
O007390,2024-09-17,C01977,P0041,R010,1,0.0,496.05,334.3,161.75,0,0
O007391,2025-12-03,C01934,P0034,R015,2,0.05,1162.34,1004.1,158.24,0,0
O007392,2024-11-22,C01530,P0004,R002,2,0.1,1846.91,1372.92,473.99,0,0
O007393,2024-01-16,C00031,P0039,R017,3,0.2,2163.74,2066.34,97.4,0,0
O007394,2024-08-14,C00861,P0056,R006,1,0.0,736.19,546.21,189.98,0,0
O007395,2025-06-17,C01636,P0087,R018,2,0.1,668.83,456.68,212.15,0,0
O007396,2024-04-30,C01353,P0025,R004,1,0.1,244.33,172.86,71.47,0,0
O007397,2024-04-29,C01810,P0041,R008,1,0.1,446.44,334.3,112.14,0,0
O007398,2024-09-29,C01232,P0005,R008,3,0.0,2016.57,1701.69,314.88,0,0
O007399,2024-09-17,C01428,P0011,R004,4,0.0,1973.88,1663.32,310.56,0,0
O007400,2024-12-17,C00675,P0044,R002,2,0.0,773.28,531.74,241.54,0,0
O007401,2024-01-25,C01626,P0059,R001,1,0.0,1334.89,891.66,443.23,0,0
O007402,2025-06-10,C01068,P0081,R017,1,0.1,173.79,167.77,6.02,0,0
O007403,2024-06-05,C01601,P0082,R003,4,0.2,595.46,634.64,-39.18,0,0
O007404,2025-06-03,C00409,P0094,R015,2,0.1,1564.96,1390.16,174.8,0,0
O007406,2024-05-28,C00176,P0015,R018,1,0.05,1181.3,897.03,284.27,0,0
O007407,2024-12-09,C01351,P0016,R005,1,0.1,380.18,359.55,20.63,0,0
O007408,2024-01-27,C01467,P0058,R019,2,0.0,955.5,718.12,237.38,0,0
O007409,2025-05-28,C00568,P0067,R010,3,0.0,3670.11,2672.67,997.44,0,0
O007410,2024-08-10,C00769,P0068,R012,4,0.05,2339.05,2029.32,309.73,0,0
O007411,2024-10-07,C01139,P0057,R010,2,0.1,1941.39,1263.42,677.97,0,0
O007412,2024-04-24,C01512,P0099,R015,4,0.1,4049.82,2873.8,1176.02,0,0
O007413,2024-09-23,C00606,P0060,R005,3,0.1,1225.07,1021.92,203.15,0,0
O007414,2024-10-16,C00977,P0096,R010,3,0.0,2336.91,1377.45,959.46,0,0
O007415,2024-06-13,C00372,P0100,R005,4,0.05,1661.63,1032.76,628.87,0,0
O007416,2025-12-16,C01620,P0053,R016,1,0.0,55.07,48.4,6.67,0,0
O007417,2024-07-23,C01747,P0019,R018,1,0.0,52.42,44.02,8.4,0,0
O007418,2024-05-12,C01480,P0041,R011,1,0.1,446.44,334.3,112.14,0,0
O007419,2025-02-04,C01631,P0045,R013,2,0.0,625.88,488.96,136.92,0,0
O007420,2024-08-21,C01529,P0092,R015,3,0.1,169.29,124.5,44.79,0,0
O007421,2024-11-27,C01672,P0098,R009,1,0.1,1263.36,817.94,445.42,0,0
O007422,2025-06-14,C00859,P0023,R006,2,0.0,532.7,422.62,110.08,0,0
O007423,2024-02-27,C00411,P0003,R019,2,0.0,2387.64,1540.38,847.26,0,0
O007424,2025-01-07,C01923,P0087,R014,2,0.0,743.14,456.68,286.46,0,0
O007425,2024-01-16,C00005,P0064,R001,1,0.05,857.43,757.41,100.02,0,0
O007426,2024-02-02,C00811,P0081,R012,1,0.0,193.1,167.77,25.33,0,0
O007427,2024-03-08,C01453,P0042,R009,1,0.0,87.96,69.02,18.94,0,0
O007428,2024-04-28,C01587,P0022,R005,1,0.0,494.11,305.85,188.26,0,0
O007429,2024-09-12,C01372,P0035,R016,1,0.05,952.75,753.29,199.46,0,0
O007430,2025-11-14,C00980,P0008,R014,2,0.05,395.43,256.6,138.83,0,0
O007431,2025-10-24,C01845,P0047,R010,2,0.15,838.59,812.16,26.43,0,0
O007432,2024-03-16,C00471,P0014,R008,2,0.0,941.46,826.9,114.56,0,0
O007433,2025-12-25,C00285,P0055,R005,2,0.05,1606.11,1035.56,570.55,0,0
O007434,2025-04-09,C01258,P0085,R013,1,0.05,513.64,327.75,185.89,0,0
O007435,2025-02-08,C00641,P0007,R018,2,0.05,2768.81,1708.82,1059.99,0,0
O007436,2025-08-02,C00939,P0093,R014,1,0.0,907.16,594.21,312.95,0,0
O007437,2024-12-20,C00914,P0018,R001,2,0.0,1884.9,1531.34,353.56,0,0
O007438,2024-07-13,C00529,P0073,R014,3,0.0,2297.79,1887.3,410.49,0,0
O007439,2025-01-22,C01997,P0032,R009,2,0.0,2281.0,1750.98,530.02,0,0
O007440,2025-06-14,C00766,P0089,R014,1,0.05,837.6,756.14,81.46,0,0
O007441,2025-05-14,C01341,P0002,R008,1,0.1,79.17,64.25,14.92,0,0
O007442,2024-05-04,C00320,P0051,R009,2,0.0,1687.22,1303.32,383.9,0,0
O007444,2024-07-27,C01975,P0016,R013,2,0.05,802.6,719.1,83.5,0,0
O007445,2025-08-22,C00139,P0082,R017,1,0.05,176.78,158.66,18.12,0,0
O007446,2024-08-15,C01287,P0079,R019,3,0.1,275.21,230.49,44.72,0,0
O007447,2024-02-16,C01190,P0040,R004,1,0.0,884.44,778.2,106.24,0,0
O007448,2025-12-29,C00348,P0009,R002,1,0.0,941.01,785.27,155.74,0,0
O007449,2025-03-06,C01539,P0088,R017,1,0.05,82.89,58.34,24.55,0,0
O007450,2024-06-05,C01530,P0093,R016,2,0.05,1723.6,1188.42,535.18,0,0
O007451,2024-01-01,C01689,P0018,R006,3,0.0,2827.35,2297.01,530.34,0,0
O007452,2024-04-04,C01204,P0089,R003,1,0.0,881.68,756.14,125.54,0,0
O007453,2024-05-04,C01415,P0088,R003,2,0.1,157.05,116.68,40.37,0,0
O007454,2025-11-07,C01446,P0066,R010,2,0.15,1447.91,1423.02,24.89,0,0
O007455,2024-05-09,C01535,P0084,R006,2,0.1,1652.67,1503.16,149.51,0,0
O007456,2024-04-28,C01169,P0006,R004,1,0.1,212.14,149.21,62.93,0,0
O007457,2025-09-04,C01490,P0058,R017,2,0.2,764.4,718.12,46.28,0,0
O007458,2025-10-04,C00121,P0098,R016,4,0.0,5614.92,3271.76,2343.16,0,0
O007459,2024-06-01,C01236,P0083,R011,1,0.0,1248.02,867.53,380.49,0,0
O007460,2025-04-20,C00407,P0035,R001,3,0.05,2858.26,2259.87,598.39,0,0
O007461,2025-01-25,C00815,P0070,R003,2,0.2,96.94,75.88,21.06,0,0
O007462,2025-02-25,C01538,P0029,R015,5,0.05,4684.02,3611.7,1072.32,0,0
O007463,2024-08-15,C00228,P0030,R008,1,0.15,411.71,320.28,91.43,0,0
O007464,2025-07-03,C01509,P0026,R009,3,0.15,1871.22,1701.0,170.22,0,0
O007465,2025-10-05,C00520,P0026,R017,1,0.1,660.43,567.0,93.43,0,0
O007466,2025-06-14,C01508,P0059,R006,1,0.05,1268.15,891.66,376.49,0,0
O007467,2025-10-22,C01534,P0039,R020,2,0.1,1622.81,1377.56,245.25,0,0
O007468,2024-03-21,C00031,P0083,R020,2,0.1,2246.44,1735.06,511.38,0,0
O007469,2025-04-25,C00468,P0092,R012,1,0.05,59.56,41.5,18.06,0,0
O007470,2025-12-31,C01611,P0058,R006,1,0.0,477.75,359.06,118.69,0,0
O007471,2025-01-26,C00685,P0026,R020,5,0.0,3669.05,2835.0,834.05,0,0
O007472,2025-11-19,C00879,P0100,R005,2,0.0,874.54,516.38,358.16,0,0
O007473,2024-09-11,C00032,P0007,R018,2,0.05,2768.81,1708.82,1059.99,0,0
O007474,2025-10-17,C01388,P0063,R009,1,0.0,351.53,243.66,107.87,0,0
O007475,2025-11-17,C00187,P0029,R018,5,0.0,4930.55,3611.7,1318.85,0,0
O007476,2025-03-30,C00545,P0096,R007,3,0.1,2103.22,1377.45,725.77,0,0
O007477,2025-05-30,C00954,P0041,R015,5,0.05,2356.24,1671.5,684.74,0,0
O007478,2025-01-17,C01540,P0097,R015,1,0.05,1148.41,802.79,345.62,0,0
O007479,2024-08-19,C00997,P0098,R008,1,0.15,1193.17,817.94,375.23,0,0
O007480,2025-01-27,C01965,P0096,R001,2,0.0,1557.94,918.3,639.64,0,0
O007481,2025-12-04,C01045,P0084,R006,2,0.05,1744.48,1503.16,241.32,0,0
O007482,2024-01-11,C00508,P0080,R014,3,0.15,2714.25,2267.91,446.34,0,0
O007483,2024-05-29,C00382,P0097,R016,1,0.15,1027.52,802.79,224.73,0,0
O007484,2024-12-31,C01569,P0030,R009,2,0.05,920.3,640.56,279.74,0,0
O007485,2024-09-05,C00920,P0086,R018,1,0.05,661.12,589.29,71.83,0,0
O007486,2025-03-31,C01210,P0016,R016,1,0.0,422.42,359.55,62.87,0,0
O007487,2024-09-20,C00741,P0045,R003,5,0.0,1564.7,1222.4,342.3,0,0
O007488,2025-04-26,C00547,P0049,R007,2,0.1,1635.08,1177.28,457.8,0,0
O007489,2024-03-18,C01200,P0100,R011,1,0.0,437.27,258.19,179.08,0,0
O007490,2024-08-30,C00589,P0041,R001,2,0.15,843.28,668.6,174.68,0,0
O007491,2025-05-21,C02000,P0064,R006,2,0.05,1714.86,1514.82,200.04,0,0
O007492,2024-12-10,C01464,P0071,R016,1,0.0,885.13,677.48,207.65,0,0
O007493,2025-06-05,C01640,P0075,R018,1,0.0,192.39,139.88,52.51,0,0
O007494,2025-04-10,C00569,P0017,R003,2,0.05,1156.8,913.8,243.0,0,0
O007495,2024-08-28,C00059,P0064,R012,2,0.2,1444.1,1514.82,-70.72,0,0
O007496,2024-11-09,C00096,P0071,R010,1,0.1,796.62,677.48,119.14,0,0
O007497,2025-12-06,C01718,P0093,R018,1,0.05,861.8,594.21,267.59,0,0
O007498,2025-12-04,C01748,P0097,R017,1,0.0,1208.85,802.79,406.06,0,0
O007499,2024-01-27,C01360,P0031,R020,2,0.05,310.71,227.34,83.37,0,0
O007500,2025-05-30,C01178,P0028,R019,1,0.0,607.84,519.71,88.13,0,0
O007501,2024-12-24,C00419,P0075,R015,3,0.05,548.31,419.64,128.67,0,0
O007502,2024-01-01,C01517,P0058,R005,2,0.0,955.5,718.12,237.38,0,0
O007503,2025-04-08,C01033,P0080,R005,1,0.0,1064.41,755.97,308.44,0,0
O007504,2024-01-18,C01207,P0089,R017,3,0.15,2248.28,2268.42,-20.14,0,0
O007505,2024-08-21,C00048,P0002,R014,2,0.1,158.35,128.5,29.85,0,0
O007506,2025-05-19,C01033,P0091,R016,1,0.15,250.62,206.95,43.67,0,0
O007507,2025-08-17,C01388,P0035,R006,3,0.0,3008.7,2259.87,748.83,0,0
O007508,2024-10-28,C01540,P0098,R019,2,0.05,2667.09,1635.88,1031.21,0,0
O007509,2025-08-14,C00291,P0052,R004,1,0.05,431.01,386.04,44.97,0,0
O007510,2025-09-05,C00065,P0089,R017,1,0.0,881.68,756.14,125.54,0,0
O007511,2024-11-23,C01712,P0027,R007,3,0.05,2675.18,2315.94,359.24,0,0
O007512,2024-05-06,C00624,P0061,R002,1,0.2,602.92,479.76,123.16,0,0
O007513,2025-04-26,C00946,P0010,R017,1,0.0,1005.24,832.19,173.05,0,0
O007514,2024-01-11,C01255,P0080,R019,3,0.0,3193.23,2267.91,925.32,0,0
O007515,2025-10-14,C00983,P0096,R020,1,0.0,778.97,459.15,319.82,0,0
O007516,2024-10-10,C01888,P0088,R001,4,0.0,349.0,233.36,115.64,0,0
O007517,2025-07-09,C01685,P0075,R010,1,0.05,182.77,139.88,42.89,0,0
O007518,2025-06-22,C00788,P0017,R007,1,0.05,578.4,456.9,121.5,0,0
O007519,2024-12-11,C00383,P0099,R007,2,0.1,2024.91,1436.9,588.01,0,0
O007520,2025-12-11,C01951,P0043,R008,1,0.0,20.6,14.82,5.78,0,0
O007521,2025-08-05,C01417,P0071,R001,1,0.05,840.87,677.48,163.39,0,0
O007522,2025-10-07,C01511,P0035,R010,1,0.0,1002.9,753.29,249.61,0,0
O007523,2024-03-09,C00929,P0087,R002,1,0.0,371.57,228.34,143.23,0,0
O007524,2024-12-19,C00970,P0047,R005,5,0.1,2219.81,2030.4,189.41,0,0
O007525,2025-11-26,C00364,P0048,R015,1,0.0,138.57,95.33,43.24,0,0
O007526,2025-08-17,C00859,P0001,R003,4,0.1,587.66,463.12,124.54,0,0
O007527,2024-11-27,C01086,P0066,R014,2,0.1,1533.08,1423.02,110.06,0,0
O007528,2024-02-21,C00259,P0033,R017,2,0.2,1135.02,976.82,158.2,0,0
O007529,2024-07-25,C01271,P0095,R020,3,0.0,415.86,261.33,154.53,0,0
O007530,2025-02-22,C01231,P0084,R013,1,0.1,826.34,751.58,74.76,0,0
O007531,2025-04-14,C01682,P0097,R018,5,0.0,6044.25,4013.95,2030.3,0,0
O007532,2025-11-06,C00105,P0048,R010,3,0.0,415.71,285.99,129.72,0,0
O007533,2024-03-08,C00452,P0073,R019,3,0.05,2182.9,1887.3,295.6,0,0
O007534,2024-10-16,C00859,P0054,R016,1,0.0,876.4,623.51,252.89,0,0
O007535,2024-07-17,C01760,P0094,R019,2,0.1,1564.96,1390.16,174.8,0,0
O007536,2025-12-02,C00476,P0041,R019,2,0.1,892.89,668.6,224.29,0,0
O007537,2024-05-01,C01945,P0041,R014,1,0.15,421.64,334.3,87.34,0,0
O007538,2024-06-10,C01913,P0045,R005,1,0.0,312.94,244.48,68.46,0,0
O007539,2024-08-05,C00190,P0058,R001,3,0.0,1433.25,1077.18,356.07,0,0
O007540,2024-03-18,C00727,P0092,R007,2,0.05,119.13,83.0,36.13,0,0
O007541,2025-04-15,C00518,P0028,R006,1,0.05,577.45,519.71,57.74,0,0
O007542,2025-01-18,C00979,P0072,R019,3,0.1,746.55,691.29,55.26,0,0
O007543,2025-02-11,C01849,P0039,R001,1,0.0,901.56,688.78,212.78,0,0
O007544,2025-10-25,C00751,P0012,R011,4,0.1,5220.5,3578.96,1641.54,0,0
O007545,2024-11-12,C01326,P0097,R020,3,0.05,3445.22,2408.37,1036.85,0,0
O007546,2024-08-15,C00275,P0084,R006,3,0.0,2754.45,2254.74,499.71,0,0
O007547,2024-10-01,C01141,P0097,R012,2,0.0,2417.7,1605.58,812.12,0,0
O007548,2025-08-07,C00706,P0049,R004,2,0.2,1453.41,1177.28,276.13,0,0
O007549,2025-01-21,C01836,P0081,R009,1,0.1,173.79,167.77,6.02,0,0
O007550,2024-05-03,C01558,P0072,R020,4,0.0,1106.0,921.72,184.28,0,0
O007551,2025-05-19,C00431,P0070,R014,1,0.0,60.59,37.94,22.65,0,0
O007552,2025-06-29,C01243,P0006,R011,2,0.1,424.28,298.42,125.86,0,0
O007553,2024-07-01,C00685,P0011,R020,1,0.0,493.47,415.83,77.64,0,0
O007554,2025-02-11,C00875,P0027,R018,1,0.0,938.66,771.98,166.68,0,0
O007555,2025-02-16,C00926,P0081,R006,3,0.05,550.33,503.31,47.02,0,0
O007556,2024-05-07,C01642,P0085,R013,1,0.05,513.64,327.75,185.89,0,0
O007557,2024-01-07,C00581,P0072,R013,1,0.0,276.5,230.43,46.07,0,0
O007558,2025-06-08,C00009,P0026,R009,1,0.15,623.74,567.0,56.74,0,0
O007559,2025-03-25,C00386,P0083,R004,4,0.1,4492.87,3470.12,1022.75,0,0
O007560,2025-06-05,C01654,P0016,R018,2,0.0,844.84,719.1,125.74,0,0
O007561,2024-10-02,C00594,P0092,R004,2,0.2,100.32,83.0,17.32,0,0
O007562,2025-01-11,C00120,P0047,R008,4,0.0,1973.16,1624.32,348.84,0,0
O007563,2025-12-18,C00801,P0079,R005,2,0.0,203.86,153.66,50.2,0,0
O007564,2024-06-13,C01741,P0023,R016,4,0.0,1065.4,845.24,220.16,0,0
O007565,2025-04-22,C01747,P0040,R002,1,0.05,840.22,778.2,62.02,0,0
O007566,2024-04-06,C01896,P0058,R010,1,0.05,453.86,359.06,94.8,0,0
O007567,2024-02-18,C01368,P0058,R017,2,0.05,907.72,718.12,189.6,0,0
O007568,2025-11-30,C01639,P0014,R018,1,0.05,447.19,413.45,33.74,0,0
O007569,2024-04-04,C01546,P0063,R005,2,0.05,667.91,487.32,180.59,0,0
O007570,2025-04-24,C00040,P0011,R011,2,0.0,986.94,831.66,155.28,0,0
O007571,2025-01-10,C00837,P0095,R010,1,0.05,131.69,87.11,44.58,0,0
O007572,2025-08-14,C01053,P0051,R007,1,0.15,717.07,651.66,65.41,0,0
O007573,2025-02-03,C00928,P0053,R017,4,0.1,198.25,193.6,4.65,0,0
O007574,2025-05-24,C01658,P0066,R015,2,0.05,1618.25,1423.02,195.23,0,0
O007575,2025-10-15,C01965,P0083,R002,2,0.15,2121.63,1735.06,386.57,0,0
O007577,2025-06-11,C00193,P0077,R008,1,0.1,586.61,396.04,190.57,0,0
O007578,2024-04-28,C00720,P0094,R018,2,0.0,1738.84,1390.16,348.68,0,0
O007579,2024-05-03,C00396,P0053,R016,3,0.0,165.21,145.2,20.01,0,0
O007580,2024-12-29,C00942,P0002,R010,4,0.1,316.69,257.0,59.69,0,0
O007581,2025-04-26,C00469,P0033,R014,1,0.05,673.92,488.41,185.51,0,0
O007582,2025-05-02,C00162,P0096,R009,1,0.05,740.02,459.15,280.87,0,0
O007583,2025-07-29,C00344,P0017,R016,1,0.05,578.4,456.9,121.5,0,0
O007584,2024-03-16,C00993,P0003,R003,1,0.0,1193.82,770.19,423.63,0,0
O007585,2024-05-06,C00283,P0096,R013,1,0.0,778.97,459.15,319.82,0,0
O007586,2024-04-19,C00056,P0090,R001,2,0.0,99.2,86.46,12.74,0,0
O007587,2025-01-30,C00561,P0055,R015,1,0.05,803.05,517.78,285.27,0,0
O007588,2025-04-08,C01289,P0001,R019,2,0.05,310.16,231.56,78.6,0,0
O007589,2024-03-25,C01262,P0066,R016,4,0.0,3406.84,2846.04,560.8,0,0
O007590,2025-09-27,C00781,P0086,R015,1,0.0,695.92,589.29,106.63,0,0
O007591,2024-08-09,C01327,P0037,R017,1,0.0,636.93,544.29,92.64,0,0
O007592,2025-04-27,C00383,P0024,R012,1,0.0,956.81,827.54,129.27,0,0
O007593,2025-07-03,C01446,P0093,R013,5,0.05,4309.01,2971.05,1337.96,0,0
O007594,2024-01-27,C00035,P0082,R012,2,0.05,353.55,317.32,36.23,0,0
O007595,2025-09-24,C00271,P0054,R010,1,0.1,788.76,623.51,165.25,0,0
O007596,2025-12-10,C01845,P0093,R001,1,0.0,907.16,594.21,312.95,0,0
O007597,2025-12-01,C00936,P0069,R002,3,0.0,2415.12,1838.55,576.57,0,0
O007598,2024-04-11,C01113,P0096,R010,3,0.05,2220.06,1377.45,842.61,0,0
O007599,2024-10-14,C00795,P0015,R006,1,0.1,1119.12,897.03,222.09,0,0
O007600,2024-06-19,C01294,P0053,R019,1,0.15,46.81,48.4,-1.59,0,0
O007601,2024-11-25,C01497,P0075,R020,4,0.05,731.08,559.52,171.56,0,0
O007602,2025-12-13,C01559,P0050,R010,3,0.15,3196.58,2482.2,714.38,0,0
O007603,2025-07-11,C00499,P0044,R014,1,0.05,367.31,265.87,101.44,0,0
O007604,2025-07-17,C01254,P0076,R012,2,0.1,1011.83,884.26,127.57,0,0
O007605,2024-11-04,C01569,P0068,R005,1,0.0,615.54,507.33,108.21,0,0
O007606,2025-11-15,C00827,P0037,R008,2,0.0,1273.86,1088.58,185.28,0,0
O007607,2025-11-03,C00765,P0053,R008,4,0.1,198.25,193.6,4.65,0,0
O007608,2025-08-12,C01256,P0077,R003,1,0.05,619.2,396.04,223.16,0,0
O007609,2025-08-18,C01148,P0070,R001,1,0.05,57.56,37.94,19.62,0,0
O007610,2025-04-21,C00506,P0054,R007,2,0.1,1577.52,1247.02,330.5,0,0
O007611,2024-03-10,C01916,P0034,R019,1,0.05,581.17,502.05,79.12,0,0
O007612,2024-07-27,C01123,P0016,R002,1,0.0,422.42,359.55,62.87,0,0
O007613,2025-07-15,C01129,P0088,R011,1,0.0,87.25,58.34,28.91,0,0
O007614,2024-08-26,C00412,P0087,R012,1,0.0,371.57,228.34,143.23,0,0
O007615,2024-05-06,C01351,P0069,R014,1,0.1,724.54,612.85,111.69,0,0
O007616,2025-11-23,C01835,P0065,R020,5,0.05,2425.06,2212.55,212.51,0,0
O007617,2024-12-22,C01453,P0019,R008,5,0.0,262.1,220.1,42.0,0,0
O007618,2025-09-21,C01020,P0054,R008,2,0.0,1752.8,1247.02,505.78,0,0
O007619,2024-07-26,C01274,P0057,R011,1,0.0,1078.55,631.71,446.84,0,0
O007620,2024-09-19,C00468,P0055,R018,1,0.05,803.05,517.78,285.27,0,0
O007621,2024-09-07,C00122,P0032,R012,2,0.0,2281.0,1750.98,530.02,0,0
O007622,2024-09-29,C01280,P0018,R001,2,0.05,1790.66,1531.34,259.32,0,0
O007623,2024-11-15,C00364,P0095,R009,1,0.05,131.69,87.11,44.58,0,0
O007624,2024-08-05,C00181,P0064,R011,3,0.1,2436.91,2272.23,164.68,0,0
O007625,2025-08-18,C01550,P0090,R018,2,0.1,89.28,86.46,2.82,0,0
O007626,2024-08-26,C00869,P0074,R014,1,0.15,423.05,405.74,17.31,0,0
O007627,2024-11-18,C01707,P0087,R014,4,0.15,1263.34,913.36,349.98,0,0
O007628,2025-09-21,C01732,P0029,R007,2,0.05,1873.61,1444.68,428.93,0,0
O007629,2024-11-15,C00246,P0015,R015,4,0.1,4476.49,3588.12,888.37,0,0
O007630,2024-01-08,C01536,P0069,R002,4,0.05,3059.15,2451.4,607.75,0,0
O007631,2024-01-01,C00670,P0063,R004,1,0.05,333.95,243.66,90.29,0,0
O007632,2024-11-14,C01407,P0014,R005,2,0.05,894.39,826.9,67.49,0,0
O007633,2025-04-19,C00089,P0069,R010,1,0.1,724.54,612.85,111.69,0,0
O007634,2025-11-20,C00942,P0025,R002,1,0.1,244.33,172.86,71.47,0,0
O007635,2024-04-05,C01258,P0016,R011,1,0.0,422.42,359.55,62.87,0,0
O007636,2025-01-31,C00894,P0099,R018,2,0.0,2249.9,1436.9,813.0,0,0
O007637,2024-07-30,C01104,P0064,R008,3,0.0,2707.68,2272.23,435.45,0,0
O007638,2024-11-25,C00023,P0042,R001,1,0.1,79.16,69.02,10.14,0,0
O007639,2024-11-19,C00015,P0014,R006,1,0.05,447.19,413.45,33.74,0,0
O007640,2024-08-16,C01201,P0094,R002,3,0.05,2477.85,2085.24,392.61,0,0
O007641,2024-01-14,C00832,P0096,R013,1,0.1,701.07,459.15,241.92,0,0
O007642,2024-02-24,C01155,P0034,R016,1,0.0,611.76,502.05,109.71,0,0
O007643,2025-01-16,C00720,P0052,R006,2,0.1,816.64,772.08,44.56,0,0
